HITId,WorkerId,batch,variable,value,English,country,answer
adjH194,adjS95,1,Input.id_18,staggering-three-awards-sent-unitlike-1,TRUE,TRUE,5
adjH76,adjS29,1,Input.id_18,filler_1_11,TRUE,TRUE,10
adjH86,adjS134,1,Input.id_18,filler_1_4,TRUE,TRUE,9
adjH147,adjS174,1,Input.id_18,filler_0_6,TRUE,TRUE,2
adjH168,adjS90,1,Input.id_18,filler_1_12,TRUE,TRUE,10
adjH90,adjS190,1,Input.id_18,filler_0_14,TRUE,TRUE,1
adjH8,adjS112,1,Input.id_18,ugly-twenty-blocks-sent-distance-1,TRUE,TRUE,2
adjH31,adjS4,1,Input.id_18,filler_0_15,TRUE,TRUE,2
adjH106,adjS36,1,Input.id_18,hefty-twenty-hours-sent-temporal-1,TRUE,TRUE,8
adjH177,adjS138,1,Input.id_18,devastating-three-pages-sent-unitlike-2,TRUE,TRUE,9
adjH83,adjS148,1,Input.id_18,filler_1_4,TRUE,TRUE,10
adjH114,adjS129,1,Input.id_18,filler_1_9,TRUE,TRUE,10
adjH67,adjS68,1,Input.id_18,filler_1_12,TRUE,TRUE,10
adjH188,adjS177,1,Input.id_18,haunting-twenty-pages-sent-unitlike-1,TRUE,TRUE,7
adjH32,adjS75,1,Input.id_18,extra-twenty-blocks-sent-distance-2,TRUE,TRUE,10
adjH91,adjS66,1,Input.id_18,charming-five-forks-sent-objects-1,TRUE,TRUE,10
adjH6,adjS116,1,Input.id_18,uninviting-five-books-sent-art-2,TRUE,TRUE,2
adjH97,adjS65,1,Input.id_18,filler_1_10,TRUE,TRUE,10
adjH138,adjS55,1,Input.id_18,filler_1_4,TRUE,TRUE,10
adjH49,adjS97,1,Input.id_18,meager-twenty-meters-sent-distance-2,TRUE,TRUE,10
adjH163,adjS40,1,Input.id_18,filler_0_17,TRUE,TRUE,1
adjH51,adjS105,1,Input.id_18,incredible-twenty-operas-sent-art-2,TRUE,TRUE,8
adjH128,adjS119,1,Input.id_18,filler_0_6,TRUE,TRUE,1
adjH36,adjS96,1,Input.id_18,enchanting-twenty-blocks-sent-distance-1,TRUE,TRUE,8
adjH52,adjS12,1,Input.id_18,astonishing-twenty-meters-sent-distance-1,TRUE,TRUE,4
adjH68,adjS22,1,Input.id_18,filler_0_18,TRUE,TRUE,3
adjH160,adjS81,1,Input.id_18,filler_1_1,TRUE,TRUE,8
adjH142,adjS72,1,Input.id_18,filler_0_2,TRUE,TRUE,3
adjH116,adjS103,1,Input.id_18,large-three-Americans-sent-human-2,TRUE,TRUE,6
adjH109,adjS157,1,Input.id_18,substantial-twenty-pages-sent-unitlike-2,TRUE,TRUE,9
adjH56,adjS171,1,Input.id_18,charming-three-years-sent-temporal-0,TRUE,TRUE,9
adjH10,adjS127,1,Input.id_18,tall-five-trays-sent-objects-1,TRUE,TRUE,9
adjH45,adjS11,1,Input.id_18,filler_1_11,TRUE,TRUE,10
adjH30,adjS147,1,Input.id_18,hefty-twenty-acts-sent-unitlike-0,TRUE,TRUE,10
adjH196,adjS118,1,Input.id_18,filler_1_5,TRUE,TRUE,6
adjH2,adjS107,1,Input.id_18,remarkable-five-cans-sent-objects-2,TRUE,TRUE,9
adjH113,adjS23,1,Input.id_18,large-three-trays-sent-objects-1,TRUE,TRUE,2
adjH93,adjS125,1,Input.id_18,uninviting-five-years-sent-temporal-1,TRUE,FALSE,5
adjH48,adjS198,1,Input.id_18,pathetic-three-feet-sent-distance-0,TRUE,TRUE,8
adjH181,adjS145,1,Input.id_18,hefty-three-acts-sent-unitlike-1,TRUE,TRUE,7
adjH94,adjS39,1,Input.id_18,extra-five-lawyers-sent-human-0,TRUE,TRUE,7
adjH12,adjS42,1,Input.id_18,pathetic-five-months-sent-temporal-0,TRUE,TRUE,10
adjH104,adjS192,1,Input.id_18,extra-three-teammates-sent-human-0,TRUE,TRUE,8
adjH170,adjS10,1,Input.id_18,ugly-five-movies-sent-art-1,TRUE,NA,7
adjH185,adjS130,1,Input.id_18,uninviting-three-shows-sent-art-0,TRUE,TRUE,6
adjH120,adjS121,1,Input.id_18,filler_0_14,TRUE,TRUE,9
adjH35,adjS142,1,Input.id_18,hideous-twenty-steps-sent-distance-1,TRUE,TRUE,8
adjH172,adjS38,1,Input.id_18,filler_0_7,TRUE,TRUE,2
adjH95,adjS84,1,Input.id_18,hopeful-twenty-teammates-sent-human-0,FALSE,FALSE,6
adjH125,adjS47,1,Input.id_18,filler_0_2,TRUE,TRUE,2
adjH133,adjS153,1,Input.id_18,filler_1_13,TRUE,TRUE,10
adjH23,adjS146,1,Input.id_18,disgusting-three-books-sent-art-1,TRUE,TRUE,5
adjH107,adjS2,1,Input.id_18,filler_1_13,TRUE,TRUE,10
adjH5,adjS185,1,Input.id_18,filler_1_1,TRUE,TRUE,5
adjH198,adjS93,1,Input.id_18,remarkable-five-feet-sent-distance-2,TRUE,TRUE,8
adjH197,adjS15,1,Input.id_18,astonishing-twenty-months-sent-temporal-0,TRUE,TRUE,10
adjH137,adjS135,1,Input.id_18,soothing-five-awards-sent-unitlike-2,TRUE,TRUE,1
adjH55,adjS133,1,Input.id_18,disgusting-five-awards-sent-unitlike-2,TRUE,TRUE,5
adjH152,adjS44,1,Input.id_18,staggering-twenty-shows-sent-art-2,TRUE,TRUE,8
adjH193,adjS14,1,Input.id_18,filler_0_3,TRUE,TRUE,1
adjH44,adjS120,1,Input.id_18,filler_0_18,TRUE,TRUE,3
adjH66,adjS144,1,Input.id_18,mere-twenty-paragraphs-sent-unitlike-2,TRUE,TRUE,10
adjH15,adjS3,1,Input.id_18,filler_1_12,TRUE,TRUE,10
adjH57,adjS194,1,Input.id_18,incredible-three-operas-sent-art-0,TRUE,TRUE,8
adjH124,adjS108,1,Input.id_18,filler_0_2,TRUE,TRUE,10
adjH74,adjS54,1,Input.id_18,staggering-five-meals-sent-unitlike-0,TRUE,TRUE,10
adjH123,adjS169,1,Input.id_18,ugly-three-blocks-sent-distance-1,TRUE,TRUE,8
adjH156,adjS124,1,Input.id_18,filler_1_12,TRUE,TRUE,10
adjH135,adjS88,1,Input.id_18,filler_0_3,FALSE,TRUE,1
adjH182,adjS166,1,Input.id_18,pathetic-twenty-pencils-sent-objects-1,TRUE,TRUE,10
adjH43,adjS164,1,Input.id_18,filler_1_12,FALSE,TRUE,10
adjH153,adjS45,1,Input.id_18,disgusting-five-students-sent-human-0,FALSE,TRUE,4
adjH101,adjS7,1,Input.id_18,filler_0_18,TRUE,TRUE,6
adjH111,adjS106,1,Input.id_18,haunting-twenty-meters-sent-distance-0,FALSE,TRUE,5
adjH40,adjS59,1,Input.id_18,unsatisfying-twenty-steps-sent-distance-2,TRUE,TRUE,7
adjH139,adjS167,1,Input.id_18,astonishing-three-meals-sent-unitlike-0,TRUE,TRUE,9
adjH17,adjS56,1,Input.id_18,filler_0_16,TRUE,TRUE,2
adjH169,adjS173,1,Input.id_18,filler_0_16,TRUE,TRUE,1
adjH191,adjS16,1,Input.id_18,filler_1_13,TRUE,TRUE,10
adjH187,adjS63,1,Input.id_18,lovely-three-yards-sent-distance-2,TRUE,TRUE,2
adjH16,adjS158,1,Input.id_18,filler_1_12,TRUE,TRUE,10
adjH100,adjS70,1,Input.id_18,surprising-three-doctors-sent-human-2,TRUE,TRUE,9
adjH192,adjS43,1,Input.id_18,surprising-five-paintings-sent-art-0,TRUE,TRUE,10
adjH88,adjS79,1,Input.id_18,mediocre-five-soldiers-sent-human-2,TRUE,TRUE,9
adjH200,adjS30,1,Input.id_18,uninviting-three-yards-sent-distance-1,TRUE,TRUE,7
adjH77,adjS1,1,Input.id_18,beautiful-five-feet-sent-distance-1,TRUE,TRUE,7
adjH4,adjS19,1,Input.id_18,filler_1_9,TRUE,TRUE,10
adjH148,adjS126,1,Input.id_18,substantial-five-awards-sent-unitlike-0,TRUE,TRUE,5
adjH61,adjS184,1,Input.id_18,measly-five-soldiers-sent-human-2,TRUE,TRUE,8
adjH178,adjS71,1,Input.id_18,remarkable-twenty-years-sent-temporal-0,TRUE,TRUE,10
adjH38,adjS141,1,Input.id_18,devastating-five-days-sent-temporal-1,TRUE,TRUE,9
adjH92,adjS191,1,Input.id_18,filler_1_4,TRUE,TRUE,10
adjH158,adjS52,1,Input.id_18,filler_0_16,TRUE,TRUE,1
adjH134,adjS89,1,Input.id_18,filler_0_17,TRUE,TRUE,2
adjH117,adjS152,1,Input.id_18,filler_0_7,TRUE,TRUE,2
adjH140,adjS41,1,Input.id_18,filler_1_12,TRUE,TRUE,10
adjH110,adjS122,1,Input.id_18,filler_0_7,TRUE,TRUE,2
adjH115,adjS5,1,Input.id_18,filler_1_12,TRUE,TRUE,10
adjH118,adjS24,1,Input.id_18,filler_1_4,TRUE,TRUE,10
adjH47,adjS31,1,Input.id_18,filler_1_8,TRUE,TRUE,9
adjH73,adjS180,1,Input.id_18,filler_1_8,TRUE,TRUE,4
adjH71,adjS18,1,Input.id_18,filler_1_12,TRUE,TRUE,10
adjH25,adjS197,1,Input.id_18,filler_1_1,TRUE,TRUE,9
adjH85,adjS161,1,Input.id_18,pathetic-twenty-meals-sent-unitlike-1,TRUE,TRUE,10
adjH184,adjS128,1,Input.id_18,filler_0_7,TRUE,TRUE,2
adjH166,adjS154,1,Input.id_18,fancy-twenty-lawyers-sent-human-2,TRUE,TRUE,2
adjH28,adjS26,1,Input.id_18,enchanting-three-students-sent-human-2,TRUE,TRUE,8
adjH176,adjS140,1,Input.id_18,soothing-three-books-sent-art-1,TRUE,TRUE,10
adjH70,adjS114,1,Input.id_18,uninviting-three-weeks-sent-temporal-1,TRUE,TRUE,4
adjH180,adjS27,1,Input.id_18,astonishing-three-doctors-sent-human-0,TRUE,TRUE,7
adjH46,adjS53,1,Input.id_18,filler_1_9,TRUE,TRUE,10
adjH98,adjS17,1,Input.id_18,filler_0_14,TRUE,TRUE,4
adjH108,adjS115,1,Input.id_18,filler_1_13,FALSE,FALSE,10
adjH13,adjS78,1,Input.id_18,filler_0_7,TRUE,TRUE,2
adjH121,adjS94,1,Input.id_18,enchanting-five-trays-sent-objects-2,FALSE,TRUE,10
adjH18,adjS187,1,Input.id_18,filler_1_10,TRUE,TRUE,10
adjH19,adjS46,1,Input.id_19,filler_1_13,TRUE,TRUE,10
adjH149,adjS61,1,Input.id_19,record-setting-twenty-weeks-sent-temporal-1,FALSE,FALSE,10
adjH174,adjS9,1,Input.id_19,grinning-five-students-sent-human-0,TRUE,TRUE,6
adjH1,adjS176,1,Input.id_19,filler_0_7,TRUE,TRUE,2
adjH167,adjS175,1,Input.id_19,filler_1_4,TRUE,TRUE,10
adjH62,adjS80,1,Input.id_19,hideous-five-awards-sent-unitlike-2,TRUE,TRUE,5
adjH175,adjS74,1,Input.id_19,remarkable-twenty-years-sent-temporal-2,TRUE,TRUE,10
adjH59,adjS182,1,Input.id_19,filler_0_14,TRUE,TRUE,9
adjH72,adjS60,1,Input.id_19,filler_0_16,TRUE,TRUE,1
adjH99,adjS83,1,Input.id_19,hefty-five-days-sent-temporal-1,TRUE,TRUE,8
adjH195,adjS183,1,Input.id_19,astonishing-three-movies-sent-art-2,TRUE,TRUE,4
adjH150,adjS168,1,Input.id_19,filler_0_6,TRUE,TRUE,2
adjH42,adjS51,1,Input.id_19,paltry-twenty-teammates-sent-human-2,TRUE,TRUE,10
adjH20,adjS109,1,Input.id_19,graceful-five-bankers-sent-human-1,TRUE,TRUE,8
adjH14,adjS181,1,Input.id_19,filler_1_13,TRUE,TRUE,10
adjH144,adjS123,1,Input.id_19,hefty-twenty-chairs-sent-objects-0,TRUE,TRUE,10
adjH151,adjS48,1,Input.id_19,filler_0_15,FALSE,FALSE,10
adjH164,adjS100,1,Input.id_19,haunting-twenty-hours-sent-temporal-0,TRUE,TRUE,9
adjH81,adjS143,1,Input.id_19,filler_0_2,TRUE,TRUE,3
adjH126,adjS98,1,Input.id_19,measly-twenty-acts-sent-unitlike-2,TRUE,TRUE,8
adjH190,adjS87,1,Input.id_19,soothing-twenty-operas-sent-art-1,TRUE,TRUE,3
adjH171,adjS21,1,Input.id_19,measly-twenty-paragraphs-sent-unitlike-1,TRUE,TRUE,7
adjH29,adjS25,1,Input.id_19,filler_1_12,TRUE,TRUE,10
adjH34,adjS172,1,Input.id_19,astonishing-three-steps-sent-distance-1,TRUE,TRUE,9
adjH63,adjS200,1,Input.id_19,record-setting-five-teammates-sent-human-0,TRUE,TRUE,7
adjH37,adjS62,1,Input.id_19,whopping-three-marbles-sent-objects-0,TRUE,TRUE,10
adjH89,adjS163,1,Input.id_19,filler_0_17,TRUE,TRUE,2
adjH26,adjS73,1,Input.id_19,impressive-five-weeks-sent-temporal-1,TRUE,TRUE,8
adjH87,adjS6,1,Input.id_19,whopping-twenty-feet-sent-distance-1,TRUE,TRUE,9
adjH50,adjS32,1,Input.id_19,soothing-five-feet-sent-distance-2,TRUE,TRUE,10
adjH165,adjS85,1,Input.id_19,filler_1_13,TRUE,TRUE,10
adjH41,adjS188,1,Input.id_19,beautiful-three-bananas-sent-objects-1,TRUE,TRUE,9
adjH141,adjS160,1,Input.id_19,disappointing-twenty-shows-sent-art-2,TRUE,TRUE,5
adjH119,adjS57,1,Input.id_19,devastating-five-meals-sent-unitlike-0,TRUE,TRUE,8
adjH189,adjS186,1,Input.id_19,filler_1_10,TRUE,TRUE,10
adjH136,adjS156,1,Input.id_19,lovely-three-meters-sent-distance-0,TRUE,TRUE,10
adjH78,adjS178,1,Input.id_19,hideous-twenty-books-sent-art-0,TRUE,TRUE,7
adjH183,adjS139,1,Input.id_19,surprising-five-desks-sent-objects-0,TRUE,TRUE,9
adjH65,adjS104,1,Input.id_19,mere-twenty-acts-sent-unitlike-2,TRUE,TRUE,9
adjH146,adjS162,1,Input.id_19,unsatisfying-five-awards-sent-unitlike-0,TRUE,TRUE,10
adjH157,adjS151,1,Input.id_19,filler_1_12,TRUE,TRUE,10
adjH3,adjS111,1,Input.id_19,disgusting-five-weeks-sent-temporal-0,TRUE,TRUE,9
adjH9,adjS77,1,Input.id_19,talented-three-actors-sent-human-2,TRUE,TRUE,10
adjH58,adjS150,1,Input.id_19,filler_1_1,TRUE,TRUE,9
adjH145,adjS179,1,Input.id_19,devastating-twenty-teammates-sent-human-2,TRUE,TRUE,4
adjH27,adjS101,1,Input.id_19,filler_0_3,TRUE,TRUE,1
adjH96,adjS69,1,Input.id_19,filler_0_6,FALSE,FALSE,1
adjH79,adjS102,1,Input.id_19,unsatisfying-five-days-sent-temporal-1,TRUE,TRUE,9
adjH154,adjS34,1,Input.id_19,filler_0_2,TRUE,TRUE,10
adjH39,adjS170,1,Input.id_19,soothing-twenty-steps-sent-distance-2,TRUE,TRUE,9
adjH53,adjS67,1,Input.id_19,disgusting-three-yards-sent-distance-0,TRUE,TRUE,10
adjH54,adjS196,1,Input.id_19,filler_0_6,TRUE,TRUE,2
adjH161,adjS159,1,Input.id_19,filler_1_4,TRUE,TRUE,10
adjH127,adjS64,1,Input.id_19,surprising-twenty-paragraphs-sent-unitlike-1,TRUE,TRUE,5
adjH11,adjS99,1,Input.id_19,record-setting-twenty-pages-sent-unitlike-0,TRUE,TRUE,9
adjH131,adjS28,1,Input.id_19,extra-twenty-yards-sent-distance-0,TRUE,TRUE,10
adjH82,adjS199,1,Input.id_19,filler_0_2,TRUE,TRUE,2
adjH186,adjS189,1,Input.id_19,extra-twenty-hours-sent-temporal-2,TRUE,TRUE,10
adjH143,adjS91,1,Input.id_19,charming-twenty-hours-sent-temporal-2,TRUE,TRUE,9
adjH132,adjS35,1,Input.id_19,filler_0_15,TRUE,TRUE,10
adjH64,adjS33,1,Input.id_19,filler_1_4,TRUE,TRUE,10
adjH162,adjS136,1,Input.id_19,filler_1_9,TRUE,TRUE,10
adjH159,adjS20,1,Input.id_19,meager-twenty-meals-sent-unitlike-2,TRUE,FALSE,10
adjH75,adjS49,1,Input.id_19,filler_0_18,TRUE,TRUE,2
adjH103,adjS13,1,Input.id_19,disgusting-twenty-pencils-sent-objects-0,TRUE,TRUE,2
adjH179,adjS165,1,Input.id_19,filler_0_2,TRUE,TRUE,1
adjH112,adjS86,1,Input.id_19,mere-five-movies-sent-art-2,TRUE,TRUE,9
adjH84,adjS155,1,Input.id_19,filler_1_4,TRUE,TRUE,9
adjH33,adjS82,1,Input.id_19,filler_0_15,TRUE,TRUE,1
adjH69,adjS132,1,Input.id_19,filler_0_17,TRUE,TRUE,2
adjH24,adjS131,1,Input.id_19,filler_1_13,TRUE,TRUE,10
adjH122,adjS113,1,Input.id_19,filler_1_1,TRUE,TRUE,8
adjH22,adjS76,1,Input.id_19,filler_1_13,TRUE,TRUE,10
adjH155,adjS8,1,Input.id_19,filler_1_10,TRUE,TRUE,10
adjH60,adjS149,1,Input.id_19,devastating-three-bankers-sent-human-0,TRUE,TRUE,4
adjH21,adjS195,1,Input.id_19,filler_1_8,TRUE,TRUE,10
adjH102,adjS110,1,Input.id_19,filler_1_9,TRUE,TRUE,10
adjH130,adjS58,1,Input.id_19,substantial-three-chairs-sent-objects-1,TRUE,TRUE,4
adjH173,adjS37,1,Input.id_19,filler_1_5,TRUE,TRUE,1
adjH80,adjS137,1,Input.id_19,disappointing-five-paintings-sent-art-0,TRUE,TRUE,3
adjH105,adjS117,1,Input.id_19,measly-five-actors-sent-human-0,TRUE,TRUE,10
adjH129,adjS92,1,Input.id_19,astonishing-three-movies-sent-art-1,TRUE,TRUE,9
adjH199,adjS193,1,Input.id_19,surprising-five-movies-sent-art-0,TRUE,TRUE,5
adjH7,adjS50,1,Input.id_19,unsatisfying-three-doctors-sent-human-0,TRUE,TRUE,4
adjH194,adjS95,1,Input.id_19,filler_0_3,TRUE,TRUE,3
adjH76,adjS29,1,Input.id_19,filler_1_8,TRUE,TRUE,10
adjH86,adjS134,1,Input.id_19,mediocre-twenty-paintings-sent-art-0,TRUE,TRUE,10
adjH147,adjS174,1,Input.id_19,filler_1_10,TRUE,TRUE,8
adjH168,adjS90,1,Input.id_19,remarkable-five-hours-sent-temporal-2,TRUE,TRUE,8
adjH90,adjS190,1,Input.id_19,filler_0_6,TRUE,TRUE,1
adjH8,adjS112,1,Input.id_19,filler_0_18,TRUE,TRUE,3
adjH31,adjS4,1,Input.id_19,filler_0_16,TRUE,TRUE,4
adjH106,adjS36,1,Input.id_19,extra-three-years-sent-temporal-2,TRUE,TRUE,3
adjH177,adjS138,1,Input.id_19,soothing-twenty-books-sent-art-1,TRUE,TRUE,3
adjH83,adjS148,1,Input.id_19,meager-twenty-steps-sent-distance-2,TRUE,TRUE,7
adjH114,adjS129,1,Input.id_19,filler_1_5,TRUE,TRUE,8
adjH67,adjS68,1,Input.id_19,fancy-twenty-teammates-sent-human-2,TRUE,TRUE,6
adjH188,adjS177,1,Input.id_19,record-setting-three-paintings-sent-art-0,TRUE,TRUE,10
adjH32,adjS75,1,Input.id_19,ugly-three-paragraphs-sent-unitlike-1,TRUE,TRUE,5
adjH91,adjS66,1,Input.id_19,staggering-three-yards-sent-distance-0,TRUE,TRUE,10
adjH6,adjS116,1,Input.id_19,filler_1_11,TRUE,TRUE,8
adjH97,adjS65,1,Input.id_19,measly-three-bananas-sent-objects-2,TRUE,TRUE,10
adjH138,adjS55,1,Input.id_19,filler_1_10,TRUE,TRUE,10
adjH49,adjS97,1,Input.id_19,filler_0_18,TRUE,TRUE,3
adjH163,adjS40,1,Input.id_19,filler_0_3,TRUE,TRUE,2
adjH51,adjS105,1,Input.id_19,filler_1_8,TRUE,TRUE,9
adjH128,adjS119,1,Input.id_19,filler_0_14,TRUE,TRUE,6
adjH36,adjS96,1,Input.id_19,filler_1_12,TRUE,TRUE,10
adjH52,adjS12,1,Input.id_19,filler_1_10,TRUE,TRUE,3
adjH68,adjS22,1,Input.id_19,disappointing-three-actors-sent-human-1,TRUE,TRUE,10
adjH160,adjS81,1,Input.id_19,surprising-three-students-sent-human-1,TRUE,TRUE,7
adjH142,adjS72,1,Input.id_19,mediocre-twenty-shows-sent-art-0,TRUE,TRUE,7
adjH116,adjS103,1,Input.id_19,filler_1_11,TRUE,TRUE,10
adjH109,adjS157,1,Input.id_19,filler_1_13,TRUE,TRUE,9
adjH56,adjS171,1,Input.id_19,soothing-three-movies-sent-art-0,TRUE,TRUE,6
adjH10,adjS127,1,Input.id_19,filler_1_5,TRUE,TRUE,9
adjH45,adjS11,1,Input.id_19,surprising-twenty-meals-sent-unitlike-1,TRUE,TRUE,8
adjH30,adjS147,1,Input.id_19,filler_1_11,TRUE,TRUE,10
adjH196,adjS118,1,Input.id_19,astonishing-five-pages-sent-unitlike-0,TRUE,TRUE,9
adjH2,adjS107,1,Input.id_19,filler_1_10,TRUE,TRUE,10
adjH113,adjS23,1,Input.id_19,astonishing-five-weeks-sent-temporal-2,TRUE,TRUE,4
adjH93,adjS125,1,Input.id_19,filler_0_17,TRUE,FALSE,1
adjH48,adjS198,1,Input.id_19,filler_0_2,TRUE,TRUE,4
adjH181,adjS145,1,Input.id_19,whopping-five-pages-sent-unitlike-2,TRUE,TRUE,10
adjH94,adjS39,1,Input.id_19,filler_0_16,TRUE,TRUE,2
adjH12,adjS42,1,Input.id_19,large-three-students-sent-human-1,TRUE,TRUE,1
adjH104,adjS192,1,Input.id_19,filler_0_14,TRUE,TRUE,6
adjH170,adjS10,1,Input.id_19,filler_1_5,TRUE,NA,9
adjH185,adjS130,1,Input.id_19,filler_0_6,TRUE,TRUE,1
adjH120,adjS121,1,Input.id_19,filler_1_9,TRUE,TRUE,10
adjH35,adjS142,1,Input.id_19,filler_0_6,TRUE,TRUE,1
adjH172,adjS38,1,Input.id_19,filler_1_4,TRUE,TRUE,10
adjH95,adjS84,1,Input.id_19,green-twenty-pencils-sent-objects-2,FALSE,FALSE,2
adjH125,adjS47,1,Input.id_19,astonishing-three-meters-sent-distance-0,TRUE,TRUE,10
adjH133,adjS153,1,Input.id_19,filler_1_4,TRUE,TRUE,8
adjH23,adjS146,1,Input.id_19,filler_0_14,TRUE,TRUE,8
adjH107,adjS2,1,Input.id_19,hideous-five-feet-sent-distance-0,TRUE,TRUE,6
adjH5,adjS185,1,Input.id_19,filler_1_10,TRUE,TRUE,10
adjH198,adjS93,1,Input.id_19,filler_0_3,TRUE,TRUE,3
adjH197,adjS15,1,Input.id_19,filler_1_10,TRUE,TRUE,10
adjH137,adjS135,1,Input.id_19,measly-twenty-awards-sent-unitlike-1,TRUE,TRUE,7
adjH55,adjS133,1,Input.id_19,filler_1_11,TRUE,TRUE,10
adjH152,adjS44,1,Input.id_19,filler_0_16,TRUE,TRUE,1
adjH193,adjS14,1,Input.id_19,filler_1_12,TRUE,TRUE,10
adjH44,adjS120,1,Input.id_19,filler_0_16,TRUE,TRUE,6
adjH66,adjS144,1,Input.id_19,filler_0_14,TRUE,TRUE,10
adjH15,adjS3,1,Input.id_19,charming-twenty-hours-sent-temporal-0,TRUE,TRUE,9
adjH57,adjS194,1,Input.id_19,filler_0_7,TRUE,TRUE,2
adjH124,adjS108,1,Input.id_19,ugly-five-weeks-sent-temporal-1,TRUE,TRUE,7
adjH74,adjS54,1,Input.id_19,filler_1_13,TRUE,TRUE,10
adjH123,adjS169,1,Input.id_19,filler_1_9,TRUE,TRUE,10
adjH156,adjS124,1,Input.id_19,paltry-five-actors-sent-human-0,TRUE,TRUE,1
adjH135,adjS88,1,Input.id_19,filler_1_8,FALSE,TRUE,10
adjH182,adjS166,1,Input.id_19,pathetic-twenty-marbles-sent-objects-2,TRUE,TRUE,8
adjH43,adjS164,1,Input.id_19,surprising-twenty-operas-sent-art-2,FALSE,TRUE,5
adjH153,adjS45,1,Input.id_19,filler_0_3,FALSE,TRUE,4
adjH101,adjS7,1,Input.id_19,filler_1_13,TRUE,TRUE,10
adjH111,adjS106,1,Input.id_19,filler_0_3,FALSE,TRUE,2
adjH40,adjS59,1,Input.id_19,filler_1_8,TRUE,TRUE,9
adjH139,adjS167,1,Input.id_19,filler_1_10,TRUE,TRUE,10
adjH17,adjS56,1,Input.id_19,disappointing-five-weeks-sent-temporal-1,TRUE,TRUE,10
adjH169,adjS173,1,Input.id_19,filler_1_12,TRUE,TRUE,10
adjH191,adjS16,1,Input.id_19,whopping-five-years-sent-temporal-1,TRUE,TRUE,8
adjH187,adjS63,1,Input.id_19,uninviting-five-paintings-sent-art-0,TRUE,TRUE,7
adjH16,adjS158,1,Input.id_19,filler_1_5,TRUE,TRUE,10
adjH100,adjS70,1,Input.id_19,filler_0_17,TRUE,TRUE,1
adjH192,adjS43,1,Input.id_19,substantial-three-students-sent-human-0,TRUE,TRUE,2
adjH88,adjS79,1,Input.id_19,uninviting-twenty-yards-sent-distance-1,TRUE,TRUE,7
adjH200,adjS30,1,Input.id_19,filler_1_11,TRUE,TRUE,10
adjH77,adjS1,1,Input.id_19,disappointing-twenty-yards-sent-distance-2,TRUE,TRUE,8
adjH4,adjS19,1,Input.id_19,uninviting-twenty-books-sent-art-1,TRUE,TRUE,2
adjH148,adjS126,1,Input.id_19,soothing-five-blocks-sent-distance-0,TRUE,TRUE,6
adjH61,adjS184,1,Input.id_19,remarkable-three-marbles-sent-objects-2,TRUE,TRUE,7
adjH178,adjS71,1,Input.id_19,filler_0_2,TRUE,TRUE,2
adjH38,adjS141,1,Input.id_19,filler_0_3,TRUE,TRUE,2
adjH92,adjS191,1,Input.id_19,filler_0_6,TRUE,TRUE,10
adjH158,adjS52,1,Input.id_19,meager-five-hours-sent-temporal-2,TRUE,TRUE,1
adjH134,adjS89,1,Input.id_19,disgusting-five-marbles-sent-objects-0,TRUE,TRUE,2
adjH117,adjS152,1,Input.id_19,uninviting-twenty-acts-sent-unitlike-0,TRUE,TRUE,7
adjH140,adjS41,1,Input.id_19,filler_0_17,TRUE,TRUE,2
adjH110,adjS122,1,Input.id_19,filler_0_2,TRUE,TRUE,2
adjH115,adjS5,1,Input.id_19,haunting-five-weeks-sent-temporal-0,TRUE,TRUE,10
adjH118,adjS24,1,Input.id_19,staggering-three-athletes-sent-human-0,TRUE,TRUE,9
adjH47,adjS31,1,Input.id_19,filler_0_2,TRUE,TRUE,3
adjH73,adjS180,1,Input.id_19,paltry-twenty-apples-sent-objects-1,TRUE,TRUE,8
adjH71,adjS18,1,Input.id_19,filler_1_9,TRUE,TRUE,10
adjH25,adjS197,1,Input.id_19,lovely-five-blocks-sent-distance-2,TRUE,TRUE,10
adjH85,adjS161,1,Input.id_19,remarkable-three-pianists-sent-human-2,TRUE,TRUE,7
adjH184,adjS128,1,Input.id_19,filler_1_4,TRUE,TRUE,10
adjH166,adjS154,1,Input.id_19,unsatisfying-three-paragraphs-sent-unitlike-1,TRUE,TRUE,8
adjH28,adjS26,1,Input.id_19,charming-twenty-blocks-sent-distance-2,TRUE,TRUE,7
adjH176,adjS140,1,Input.id_19,hideous-three-meters-sent-distance-1,TRUE,TRUE,5
adjH70,adjS114,1,Input.id_19,filler_1_11,TRUE,TRUE,10
adjH180,adjS27,1,Input.id_19,incredible-twenty-blocks-sent-distance-1,TRUE,TRUE,8
adjH46,adjS53,1,Input.id_19,record-setting-three-desks-sent-objects-2,TRUE,TRUE,9
adjH98,adjS17,1,Input.id_19,filler_0_3,TRUE,TRUE,2
adjH108,adjS115,1,Input.id_19,filler_0_3,FALSE,FALSE,1
adjH13,adjS78,1,Input.id_19,hefty-five-lawyers-sent-human-1,TRUE,TRUE,4
adjH121,adjS94,1,Input.id_19,surprising-five-paragraphs-sent-unitlike-0,FALSE,TRUE,6
adjH18,adjS187,1,Input.id_19,filler_0_18,TRUE,TRUE,2
adjH19,adjS46,1,Input.id_2,filler_1_9,TRUE,TRUE,10
adjH149,adjS61,1,Input.id_2,filler_1_10,FALSE,FALSE,9
adjH174,adjS9,1,Input.id_2,filler_0_14,TRUE,TRUE,6
