,experiment,template,adj,num,noun,adjclass,numclass,nounclass,sent,sent_default,sent_no_plural,sent_no_mod,sent_default_nomod,sent_no_a,sent_reverse_mods,rating-sent,goodness-sent,rating-sent_default,goodness-sent_default,rating-sent_no_plural,goodness-sent_no_plural,rating-sent_no_mod,goodness-sent_no_mod,rating-sent_default_nomod,goodness-sent_default_nomod,rating-sent_no_a,goodness-sent_no_a,rating-sent_reverse_mods,goodness-sent_reverse_mods
551,spentLondon,0,ugly,twenty,weeks,adj-neg,num-med,noun-measure,The family spent an ugly twenty weeks in London.,The family spent twenty ugly weeks in London.,The family spent an ugly twenty week in London.,The family spent a twenty weeks in London.,The family spent twenty weeks in London.,The family spent ugly twenty weeks in London.,The family spent a twenty ugly weeks in London., good,0.9887010214057841, good,0.9966659290992358, bad,0.05337190685217874, bad,0.01438126040909049, good,0.9948414781085017, bad,0.11101754560359611, good,0.5591696295893158
552,spentLondon,0,ugly,twenty,months,adj-neg,num-med,noun-measure,The family spent an ugly twenty months in London.,The family spent twenty ugly months in London.,The family spent an ugly twenty month in London.,The family spent a twenty months in London.,The family spent twenty months in London.,The family spent ugly twenty months in London.,The family spent a twenty ugly months in London., good,0.9927557287506672, good,0.9984379860157132, bad,0.04687184783278764, bad,0.012384681700428168, good,0.9967111693904914, bad,0.23245229876050844, good,0.707456560454926
553,spentLondon,0,ugly,twenty,years,adj-neg,num-med,noun-measure,The family spent an ugly twenty years in London.,The family spent twenty ugly years in London.,The family spent an ugly twenty year in London.,The family spent a twenty years in London.,The family spent twenty years in London.,The family spent ugly twenty years in London.,The family spent a twenty ugly years in London., good,0.9914323483191948, good,0.9965474939523482, bad,0.007363001307999273, bad,0.005613607986852953, good,0.9974010390620538, bad,0.1349977838236881, good,0.6384118953200514
554,spentLondon,0,ugly,twenty,hours,adj-neg,num-med,noun-measure,The family spent an ugly twenty hours in London.,The family spent twenty ugly hours in London.,The family spent an ugly twenty hour in London.,The family spent a twenty hours in London.,The family spent twenty hours in London.,The family spent ugly twenty hours in London.,The family spent a twenty ugly hours in London., good,0.99161354616273, good,0.994824728501475, bad,0.008210146134400742, bad,0.00434610552985748, good,0.9916801263229371, bad,0.06689582647495629, bad,0.3946873030428891
555,spentLondon,0,ugly,fifty,days,adj-neg,num-med,noun-measure,The family spent an ugly fifty days in London.,The family spent fifty ugly days in London.,The family spent an ugly fifty day in London.,The family spent a fifty days in London.,The family spent fifty days in London.,The family spent ugly fifty days in London.,The family spent a fifty ugly days in London., good,0.9895194556804193, good,0.9966135948476988, bad,0.012980132922529974, bad,0.03984399258572335, good,0.9968605384481718, bad,0.2119395430110108, bad,0.4677837567747307
556,spentLondon,0,ugly,fifty,weeks,adj-neg,num-med,noun-measure,The family spent an ugly fifty weeks in London.,The family spent fifty ugly weeks in London.,The family spent an ugly fifty week in London.,The family spent a fifty weeks in London.,The family spent fifty weeks in London.,The family spent ugly fifty weeks in London.,The family spent a fifty ugly weeks in London., good,0.9668639792878001, good,0.9948337286220228, bad,0.03943068899736013, bad,0.0015881780084221475, bad,0.46381568191541067, bad,0.07155981372448894, bad,0.38111103474205765
557,spentLondon,0,ugly,fifty,months,adj-neg,num-med,noun-measure,The family spent an ugly fifty months in London.,The family spent fifty ugly months in London.,The family spent an ugly fifty month in London.,The family spent a fifty months in London.,The family spent fifty months in London.,The family spent ugly fifty months in London.,The family spent a fifty ugly months in London., good,0.9863707705720853, good,0.9976440487198414, bad,0.10775201950577595, bad,0.003090285806687798, good,0.90433675171194, bad,0.3124623449778673, bad,0.48849491894324526
558,spentLondon,0,ugly,fifty,years,adj-neg,num-med,noun-measure,The family spent an ugly fifty years in London.,The family spent fifty ugly years in London.,The family spent an ugly fifty year in London.,The family spent a fifty years in London.,The family spent fifty years in London.,The family spent ugly fifty years in London.,The family spent a fifty ugly years in London., good,0.9870732120076866, good,0.9961022417564687, bad,0.00930841496693846, bad,0.018332803660647712, good,0.9976617513721953, bad,0.10915762933843542, good,0.5173036738635068
559,spentLondon,0,ugly,fifty,hours,adj-neg,num-med,noun-measure,The family spent an ugly fifty hours in London.,The family spent fifty ugly hours in London.,The family spent an ugly fifty hour in London.,The family spent a fifty hours in London.,The family spent fifty hours in London.,The family spent ugly fifty hours in London.,The family spent a fifty ugly hours in London., good,0.9886061902463128, good,0.996414214638285, bad,0.0039142044530446896, bad,0.0013418930552639985, good,0.9937530335393905, bad,0.16710488740884288, bad,0.32236784329242485
560,spentLondon,0,ugly,500,days,adj-neg,num-high,noun-measure,The family spent an ugly 500 days in London.,The family spent 500 ugly days in London.,The family spent an ugly 500 day in London.,The family spent a 500 days in London.,The family spent 500 days in London.,The family spent ugly 500 days in London.,The family spent a 500 ugly days in London., good,0.970942294884512, good,0.9925912818625501, bad,0.05564410077795401, bad,0.06280615049680727, good,0.9911057757209352, bad,0.08088626981357416, bad,0.20251069893053109
561,spentLondon,0,ugly,500,weeks,adj-neg,num-high,noun-measure,The family spent an ugly 500 weeks in London.,The family spent 500 ugly weeks in London.,The family spent an ugly 500 week in London.,The family spent a 500 weeks in London.,The family spent 500 weeks in London.,The family spent ugly 500 weeks in London.,The family spent a 500 ugly weeks in London., good,0.8756878037328635, good,0.9887662896918304, bad,0.08703125749243668, bad,0.0024529867988213327, bad,0.280109203497766, bad,0.025226936050976922, bad,0.15331426818546046
562,spentLondon,0,ugly,500,months,adj-neg,num-high,noun-measure,The family spent an ugly 500 months in London.,The family spent 500 ugly months in London.,The family spent an ugly 500 month in London.,The family spent a 500 months in London.,The family spent 500 months in London.,The family spent ugly 500 months in London.,The family spent a 500 ugly months in London., good,0.8737127051565226, good,0.9902104566214883, bad,0.05544890207401709, bad,0.0039936012794974385, bad,0.22710246951256374, bad,0.05859953305127363, bad,0.22135881579363326
563,spentLondon,0,ugly,500,years,adj-neg,num-high,noun-measure,The family spent an ugly 500 years in London.,The family spent 500 ugly years in London.,The family spent an ugly 500 year in London.,The family spent a 500 years in London.,The family spent 500 years in London.,The family spent ugly 500 years in London.,The family spent a 500 ugly years in London., good,0.9565180800312747, good,0.9929752524018913, bad,0.008378705338746961, bad,0.005682331135881347, good,0.9268336772095362, bad,0.05586958132202402, bad,0.39114994092381705
564,spentLondon,0,ugly,500,hours,adj-neg,num-high,noun-measure,The family spent an ugly 500 hours in London.,The family spent 500 ugly hours in London.,The family spent an ugly 500 hour in London.,The family spent a 500 hours in London.,The family spent 500 hours in London.,The family spent ugly 500 hours in London.,The family spent a 500 ugly hours in London., good,0.9309793429265937, good,0.9914423023499411, bad,0.007759668418080179, bad,0.0013914833879767885, good,0.9900234750132834, bad,0.06297251106792323, bad,0.14975489309403922
565,spentLondon,0,ugly,1000,days,adj-neg,num-high,noun-measure,The family spent an ugly 1000 days in London.,The family spent 1000 ugly days in London.,The family spent an ugly 1000 day in London.,The family spent a 1000 days in London.,The family spent 1000 days in London.,The family spent ugly 1000 days in London.,The family spent a 1000 ugly days in London., good,0.9120827758801862, good,0.9900182288927889, bad,0.17444039210709006, bad,0.4277836930025417, good,0.9865035716489198, bad,0.08872027849580044, good,0.5762873737162413
566,spentLondon,0,ugly,1000,weeks,adj-neg,num-high,noun-measure,The family spent an ugly 1000 weeks in London.,The family spent 1000 ugly weeks in London.,The family spent an ugly 1000 week in London.,The family spent a 1000 weeks in London.,The family spent 1000 weeks in London.,The family spent ugly 1000 weeks in London.,The family spent a 1000 ugly weeks in London., good,0.8334335283512377, good,0.9803685897893206, bad,0.2020438795907552, bad,0.1705910995199651, good,0.6818064902748596, bad,0.03418965087341652, bad,0.41507362829225647
567,spentLondon,0,ugly,1000,months,adj-neg,num-high,noun-measure,The family spent an ugly 1000 months in London.,The family spent 1000 ugly months in London.,The family spent an ugly 1000 month in London.,The family spent a 1000 months in London.,The family spent 1000 months in London.,The family spent ugly 1000 months in London.,The family spent a 1000 ugly months in London., good,0.822937798615743, good,0.9858879734747388, bad,0.1299744848457044, bad,0.13700608594195463, bad,0.2505081384469202, bad,0.07349951057001725, good,0.5129245298171878
568,spentLondon,0,ugly,1000,years,adj-neg,num-high,noun-measure,The family spent an ugly 1000 years in London.,The family spent 1000 ugly years in London.,The family spent an ugly 1000 year in London.,The family spent a 1000 years in London.,The family spent 1000 years in London.,The family spent ugly 1000 years in London.,The family spent a 1000 ugly years in London., good,0.9017447024132983, good,0.9884379838226499, bad,0.013356835125717614, bad,0.27540153577273985, good,0.7608932096062607, bad,0.05416678691935228, good,0.5235518754896483
569,spentLondon,0,ugly,1000,hours,adj-neg,num-high,noun-measure,The family spent an ugly 1000 hours in London.,The family spent 1000 ugly hours in London.,The family spent an ugly 1000 hour in London.,The family spent a 1000 hours in London.,The family spent 1000 hours in London.,The family spent ugly 1000 hours in London.,The family spent a 1000 ugly hours in London., good,0.8638394579510745, good,0.9860431240272046, bad,0.061160649368368625, bad,0.25642028280030016, good,0.9793649055083925, bad,0.06100568114514604, good,0.5827195818652732
570,spentLondon,0,ugly,"10,000",days,adj-neg,num-high,noun-measure,"The family spent an ugly 10,000 days in London.","The family spent 10,000 ugly days in London.","The family spent an ugly 10,000 day in London.","The family spent a 10,000 days in London.","The family spent 10,000 days in London.","The family spent ugly 10,000 days in London.","The family spent a 10,000 ugly days in London.", good,0.933029543105488, good,0.9881948589725286, bad,0.4465175861683023, bad,0.4660358088275999, good,0.9782774773658615, bad,0.13217718036277093, good,0.7789599940110722
571,spentLondon,0,ugly,"10,000",weeks,adj-neg,num-high,noun-measure,"The family spent an ugly 10,000 weeks in London.","The family spent 10,000 ugly weeks in London.","The family spent an ugly 10,000 week in London.","The family spent a 10,000 weeks in London.","The family spent 10,000 weeks in London.","The family spent ugly 10,000 weeks in London.","The family spent a 10,000 ugly weeks in London.", good,0.8570857560397138, good,0.9742775129778911, bad,0.15546491643216998, bad,0.049436359942610086, bad,0.3830483245851113, bad,0.07457447479392831, good,0.6116122351358748
572,spentLondon,0,ugly,"10,000",months,adj-neg,num-high,noun-measure,"The family spent an ugly 10,000 months in London.","The family spent 10,000 ugly months in London.","The family spent an ugly 10,000 month in London.","The family spent a 10,000 months in London.","The family spent 10,000 months in London.","The family spent ugly 10,000 months in London.","The family spent a 10,000 ugly months in London.", good,0.8445637982488181, good,0.9894920988141975, bad,0.15847766179041445, bad,0.05045555407083757, good,0.5215951065645865, bad,0.12043462010945039, good,0.770939213224286
573,spentLondon,0,ugly,"10,000",years,adj-neg,num-high,noun-measure,"The family spent an ugly 10,000 years in London.","The family spent 10,000 ugly years in London.","The family spent an ugly 10,000 year in London.","The family spent a 10,000 years in London.","The family spent 10,000 years in London.","The family spent ugly 10,000 years in London.","The family spent a 10,000 ugly years in London.", good,0.8975585445955544, good,0.9873956161091235, bad,0.01588795151397504, bad,0.06599466614119287, good,0.8458058393757801, bad,0.08991361918162444, good,0.8004951141994769
574,spentLondon,0,ugly,"10,000",hours,adj-neg,num-high,noun-measure,"The family spent an ugly 10,000 hours in London.","The family spent 10,000 ugly hours in London.","The family spent an ugly 10,000 hour in London.","The family spent a 10,000 hours in London.","The family spent 10,000 hours in London.","The family spent ugly 10,000 hours in London.","The family spent a 10,000 ugly hours in London.", good,0.9272089493373442, good,0.985950738086826, bad,0.011660183457030016, bad,0.32705337395933354, good,0.9849989153284947, bad,0.21636458603412756, good,0.6931690570333581
575,spentLondon,0,ugly,21,days,adj-neg,num-med_odd,noun-measure,The family spent an ugly 21 days in London.,The family spent 21 ugly days in London.,The family spent an ugly 21 day in London.,The family spent a 21 days in London.,The family spent 21 days in London.,The family spent ugly 21 days in London.,The family spent a 21 ugly days in London., good,0.9882839052702338, good,0.9982752075670508, bad,0.12334822560074565, bad,0.26906735910750146, good,0.9984655264103482, bad,0.23847862694843647, bad,0.22146344256593664
576,spentLondon,0,ugly,21,weeks,adj-neg,num-med_odd,noun-measure,The family spent an ugly 21 weeks in London.,The family spent 21 ugly weeks in London.,The family spent an ugly 21 week in London.,The family spent a 21 weeks in London.,The family spent 21 weeks in London.,The family spent ugly 21 weeks in London.,The family spent a 21 ugly weeks in London., good,0.9760854238135034, good,0.9978783561747712, bad,0.08600153777812625, bad,0.07769035385322698, good,0.9950019935079236, bad,0.12155562366861927, bad,0.20272949997386847
577,spentLondon,0,ugly,21,months,adj-neg,num-med_odd,noun-measure,The family spent an ugly 21 months in London.,The family spent 21 ugly months in London.,The family spent an ugly 21 month in London.,The family spent a 21 months in London.,The family spent 21 months in London.,The family spent ugly 21 months in London.,The family spent a 21 ugly months in London., good,0.9925446714659152, good,0.9989354500357741, bad,0.29604329972020194, bad,0.09629660924415995, good,0.9975852187863372, bad,0.3835350246031778, bad,0.40146730665259833
578,spentLondon,0,ugly,21,years,adj-neg,num-med_odd,noun-measure,The family spent an ugly 21 years in London.,The family spent 21 ugly years in London.,The family spent an ugly 21 year in London.,The family spent a 21 years in London.,The family spent 21 years in London.,The family spent ugly 21 years in London.,The family spent a 21 ugly years in London., good,0.9810097555213617, good,0.9978145776204453, bad,0.05843491102203502, bad,0.01812079072009809, good,0.9974514055952789, bad,0.2084668673848078, bad,0.23429568843601656
579,spentLondon,0,ugly,21,hours,adj-neg,num-med_odd,noun-measure,The family spent an ugly 21 hours in London.,The family spent 21 ugly hours in London.,The family spent an ugly 21 hour in London.,The family spent a 21 hours in London.,The family spent 21 hours in London.,The family spent ugly 21 hours in London.,The family spent a 21 ugly hours in London., good,0.9884942532448984, good,0.9975305008423803, bad,0.005583626287961163, bad,0.04153534547695148, good,0.9936310820855333, bad,0.15377567081116217, bad,0.16801403725169006
580,spentLondon,0,ugly,51,days,adj-neg,num-med_odd,noun-measure,The family spent an ugly 51 days in London.,The family spent 51 ugly days in London.,The family spent an ugly 51 day in London.,The family spent a 51 days in London.,The family spent 51 days in London.,The family spent ugly 51 days in London.,The family spent a 51 ugly days in London., good,0.9846367013123133, good,0.9984205226893117, bad,0.3104976407001794, bad,0.1016545172485882, good,0.9974123045709306, bad,0.3285443155104847, bad,0.21964869525872344
581,spentLondon,0,ugly,51,weeks,adj-neg,num-med_odd,noun-measure,The family spent an ugly 51 weeks in London.,The family spent 51 ugly weeks in London.,The family spent an ugly 51 week in London.,The family spent a 51 weeks in London.,The family spent 51 weeks in London.,The family spent ugly 51 weeks in London.,The family spent a 51 ugly weeks in London., good,0.9618688511269418, good,0.9971576112579534, bad,0.4332961941396408, bad,0.007970178348071344, good,0.8826851857313316, bad,0.08957411185252084, bad,0.12819694941141757
582,spentLondon,0,ugly,51,months,adj-neg,num-med_odd,noun-measure,The family spent an ugly 51 months in London.,The family spent 51 ugly months in London.,The family spent an ugly 51 month in London.,The family spent a 51 months in London.,The family spent 51 months in London.,The family spent ugly 51 months in London.,The family spent a 51 ugly months in London., good,0.9827967600430896, good,0.9983711679891032, bad,0.4188081441323106, bad,0.014054090102116557, good,0.9872029732840543, bad,0.37109173781431615, bad,0.2398137652523752
583,spentLondon,0,ugly,51,years,adj-neg,num-med_odd,noun-measure,The family spent an ugly 51 years in London.,The family spent 51 ugly years in London.,The family spent an ugly 51 year in London.,The family spent a 51 years in London.,The family spent 51 years in London.,The family spent ugly 51 years in London.,The family spent a 51 ugly years in London., good,0.9629696969699907, good,0.9972034471595607, bad,0.06792876983379625, bad,0.02008905706207542, good,0.9944166720369957, bad,0.16554955457654164, bad,0.28537865930083417
584,spentLondon,0,ugly,51,hours,adj-neg,num-med_odd,noun-measure,The family spent an ugly 51 hours in London.,The family spent 51 ugly hours in London.,The family spent an ugly 51 hour in London.,The family spent a 51 hours in London.,The family spent 51 hours in London.,The family spent ugly 51 hours in London.,The family spent a 51 ugly hours in London., good,0.9823130109456467, good,0.9974993270050503, bad,0.04345378740177208, bad,0.030551556348814346, good,0.9945047703177664, bad,0.24649871082400243, bad,0.18402182442942827
585,spentLondon,0,ugly,512,days,adj-neg,num-med_odd,noun-measure,The family spent an ugly 512 days in London.,The family spent 512 ugly days in London.,The family spent an ugly 512 day in London.,The family spent a 512 days in London.,The family spent 512 days in London.,The family spent ugly 512 days in London.,The family spent a 512 ugly days in London., good,0.9787864421611507, good,0.9969484559541752, good,0.8418890272844748, bad,0.4460439347596844, good,0.9939837038271953, good,0.5299561032090211, good,0.6828422584762663
586,spentLondon,0,ugly,512,weeks,adj-neg,num-med_odd,noun-measure,The family spent an ugly 512 weeks in London.,The family spent 512 ugly weeks in London.,The family spent an ugly 512 week in London.,The family spent a 512 weeks in London.,The family spent 512 weeks in London.,The family spent ugly 512 weeks in London.,The family spent a 512 ugly weeks in London., good,0.9439507649217769, good,0.995474662834428, good,0.7852167379568807, bad,0.02278395072770234, good,0.8967145589610315, bad,0.22056824965448663, good,0.5490377381694593
587,spentLondon,0,ugly,512,months,adj-neg,num-med_odd,noun-measure,The family spent an ugly 512 months in London.,The family spent 512 ugly months in London.,The family spent an ugly 512 month in London.,The family spent a 512 months in London.,The family spent 512 months in London.,The family spent ugly 512 months in London.,The family spent a 512 ugly months in London., good,0.9431692359199885, good,0.9957909843405164, good,0.5984400656106347, bad,0.01884832624811006, good,0.8350557332095317, bad,0.4389283145095998, good,0.5497231451195516
588,spentLondon,0,ugly,512,years,adj-neg,num-med_odd,noun-measure,The family spent an ugly 512 years in London.,The family spent 512 ugly years in London.,The family spent an ugly 512 year in London.,The family spent a 512 years in London.,The family spent 512 years in London.,The family spent ugly 512 years in London.,The family spent a 512 ugly years in London., good,0.9670606130039684, good,0.9960442470851532, bad,0.18250258639363803, bad,0.01413950382605822, good,0.9136102507229523, bad,0.4257430874740209, good,0.7761100591920074
589,spentLondon,0,ugly,512,hours,adj-neg,num-med_odd,noun-measure,The family spent an ugly 512 hours in London.,The family spent 512 ugly hours in London.,The family spent an ugly 512 hour in London.,The family spent a 512 hours in London.,The family spent 512 hours in London.,The family spent ugly 512 hours in London.,The family spent a 512 ugly hours in London., good,0.9566176759655062, good,0.9968537442686392, bad,0.28090427944219676, bad,0.031312619608810044, good,0.9884283297960075, bad,0.42176574098207975, good,0.5508834041139404
590,spentLondon,0,ugly,"1,429",days,adj-neg,num-high_odd,noun-measure,"The family spent an ugly 1,429 days in London.","The family spent 1,429 ugly days in London.","The family spent an ugly 1,429 day in London.","The family spent a 1,429 days in London.","The family spent 1,429 days in London.","The family spent ugly 1,429 days in London.","The family spent a 1,429 ugly days in London.", good,0.9446446792387283, good,0.994383117006958, good,0.7905771979381465, good,0.5775165956169734, good,0.9956231962455675, good,0.687971387396558, good,0.8118297892044322
591,spentLondon,0,ugly,"1,429",weeks,adj-neg,num-high_odd,noun-measure,"The family spent an ugly 1,429 weeks in London.","The family spent 1,429 ugly weeks in London.","The family spent an ugly 1,429 week in London.","The family spent a 1,429 weeks in London.","The family spent 1,429 weeks in London.","The family spent ugly 1,429 weeks in London.","The family spent a 1,429 ugly weeks in London.", good,0.9219845063125336, good,0.9898994971867336, good,0.6408650337523562, bad,0.2769075825305739, good,0.9796337810149275, good,0.6777938590304855, good,0.7394551483419448
592,spentLondon,0,ugly,"1,429",months,adj-neg,num-high_odd,noun-measure,"The family spent an ugly 1,429 months in London.","The family spent 1,429 ugly months in London.","The family spent an ugly 1,429 month in London.","The family spent a 1,429 months in London.","The family spent 1,429 months in London.","The family spent ugly 1,429 months in London.","The family spent a 1,429 ugly months in London.", good,0.8864276587610697, good,0.9901890554341621, bad,0.3763734703701406, bad,0.09843769397510171, good,0.8806017309623231, good,0.6842955938226933, good,0.7282920308089468
593,spentLondon,0,ugly,"1,429",years,adj-neg,num-high_odd,noun-measure,"The family spent an ugly 1,429 years in London.","The family spent 1,429 ugly years in London.","The family spent an ugly 1,429 year in London.","The family spent a 1,429 years in London.","The family spent 1,429 years in London.","The family spent ugly 1,429 years in London.","The family spent a 1,429 ugly years in London.", good,0.9136822003631767, good,0.992248438516219, bad,0.17359347044177276, bad,0.13717376662695147, good,0.9592121639501912, good,0.7268017461101134, good,0.7949093150131789
594,spentLondon,0,ugly,"1,429",hours,adj-neg,num-high_odd,noun-measure,"The family spent an ugly 1,429 hours in London.","The family spent 1,429 ugly hours in London.","The family spent an ugly 1,429 hour in London.","The family spent a 1,429 hours in London.","The family spent 1,429 hours in London.","The family spent ugly 1,429 hours in London.","The family spent a 1,429 ugly hours in London.", good,0.9150655014359432, good,0.9945803475958703, bad,0.2774594239863718, bad,0.288136400742953, good,0.993075388379997, good,0.6724408411000973, good,0.7942256533006381
595,spentLondon,0,ugly,"21,234",days,adj-neg,num-high_odd,noun-measure,"The family spent an ugly 21,234 days in London.","The family spent 21,234 ugly days in London.","The family spent an ugly 21,234 day in London.","The family spent a 21,234 days in London.","The family spent 21,234 days in London.","The family spent ugly 21,234 days in London.","The family spent a 21,234 ugly days in London.", good,0.8920419806505453, good,0.9846129797306565, good,0.5304165169717697, bad,0.2927673141164383, good,0.9651239406341723, good,0.6388782658694308, good,0.8701932896487468
596,spentLondon,0,ugly,"21,234",weeks,adj-neg,num-high_odd,noun-measure,"The family spent an ugly 21,234 weeks in London.","The family spent 21,234 ugly weeks in London.","The family spent an ugly 21,234 week in London.","The family spent a 21,234 weeks in London.","The family spent 21,234 weeks in London.","The family spent ugly 21,234 weeks in London.","The family spent a 21,234 ugly weeks in London.", good,0.8582338965010794, good,0.9733441679445435, bad,0.39136887447547797, bad,0.11703253938250147, good,0.8706398046234701, good,0.5721763104754939, good,0.7474735193227372
597,spentLondon,0,ugly,"21,234",months,adj-neg,num-high_odd,noun-measure,"The family spent an ugly 21,234 months in London.","The family spent 21,234 ugly months in London.","The family spent an ugly 21,234 month in London.","The family spent a 21,234 months in London.","The family spent 21,234 months in London.","The family spent ugly 21,234 months in London.","The family spent a 21,234 ugly months in London.", good,0.8570855074848805, good,0.9771145432957415, bad,0.17744004057281826, bad,0.09295770209638088, good,0.753724622373807, good,0.6562133199814472, good,0.816429315855454
598,spentLondon,0,ugly,"21,234",years,adj-neg,num-high_odd,noun-measure,"The family spent an ugly 21,234 years in London.","The family spent 21,234 ugly years in London.","The family spent an ugly 21,234 year in London.","The family spent a 21,234 years in London.","The family spent 21,234 years in London.","The family spent ugly 21,234 years in London.","The family spent a 21,234 ugly years in London.", good,0.8644673863661227, good,0.9750698914645972, bad,0.17713478952592587, bad,0.08516243128929546, good,0.7723967469884656, good,0.5588006993941435, good,0.832233315657838
599,spentLondon,0,ugly,"21,234",hours,adj-neg,num-high_odd,noun-measure,"The family spent an ugly 21,234 hours in London.","The family spent 21,234 ugly hours in London.","The family spent an ugly 21,234 hour in London.","The family spent a 21,234 hours in London.","The family spent 21,234 hours in London.","The family spent ugly 21,234 hours in London.","The family spent a 21,234 ugly hours in London.", good,0.917282604915682, good,0.9861148883920473, bad,0.23825050190447894, bad,0.2268090219171608, good,0.9741101455042454, good,0.5917813225044268, good,0.7895154864205294
600,spentLondon,0,mere,three,days,adj-quant,num-low,noun-measure,The family spent a mere three days in London.,The family spent three mere days in London.,The family spent a mere three day in London.,The family spent a three days in London.,The family spent three days in London.,The family spent mere three days in London.,The family spent a three mere days in London., good,0.9985747792930595, good,0.9719659947099396, bad,0.2704349906149398, bad,0.09913495394933391, good,0.9978981434006644, good,0.5416273825714031, bad,0.02446102319789134
601,spentLondon,0,mere,three,weeks,adj-quant,num-low,noun-measure,The family spent a mere three weeks in London.,The family spent three mere weeks in London.,The family spent a mere three week in London.,The family spent a three weeks in London.,The family spent three weeks in London.,The family spent mere three weeks in London.,The family spent a three mere weeks in London., good,0.9977931232411758, good,0.9698160787489833, bad,0.17423529762880985, bad,0.35545886888702416, good,0.9977580722824281, good,0.5415692690710981, bad,0.028716413302637522
602,spentLondon,0,mere,three,months,adj-quant,num-low,noun-measure,The family spent a mere three months in London.,The family spent three mere months in London.,The family spent a mere three month in London.,The family spent a three months in London.,The family spent three months in London.,The family spent mere three months in London.,The family spent a three mere months in London., good,0.9971363909726235, good,0.9686987044128555, bad,0.4611158681927683, bad,0.4504565849614327, good,0.997983739689197, good,0.5579317923523133, bad,0.0545745942808572
603,spentLondon,0,mere,three,years,adj-quant,num-low,noun-measure,The family spent a mere three years in London.,The family spent three mere years in London.,The family spent a mere three year in London.,The family spent a three years in London.,The family spent three years in London.,The family spent mere three years in London.,The family spent a three mere years in London., good,0.9978789540038734, good,0.9310151025299143, bad,0.11373221177738313, bad,0.005643886690931299, good,0.9978349049069438, bad,0.4355300896490132, bad,0.01323691221459422
604,spentLondon,0,mere,three,hours,adj-quant,num-low,noun-measure,The family spent a mere three hours in London.,The family spent three mere hours in London.,The family spent a mere three hour in London.,The family spent a three hours in London.,The family spent three hours in London.,The family spent mere three hours in London.,The family spent a three mere hours in London., good,0.9981541485830082, good,0.9231474374687529, bad,0.43672203976203183, bad,0.06183884246996352, good,0.9954257247111017, bad,0.400712266635724, bad,0.016653032344369878
605,spentLondon,0,mere,five,days,adj-quant,num-low,noun-measure,The family spent a mere five days in London.,The family spent five mere days in London.,The family spent a mere five day in London.,The family spent a five days in London.,The family spent five days in London.,The family spent mere five days in London.,The family spent a five mere days in London., good,0.9987755895029661, good,0.9586962216740952, bad,0.1372114195421833, bad,0.019809272151487534, good,0.9987798786540673, good,0.631743595801925, bad,0.008487244248351677
606,spentLondon,0,mere,five,weeks,adj-quant,num-low,noun-measure,The family spent a mere five weeks in London.,The family spent five mere weeks in London.,The family spent a mere five week in London.,The family spent a five weeks in London.,The family spent five weeks in London.,The family spent mere five weeks in London.,The family spent a five mere weeks in London., good,0.9982066594602383, good,0.9590849079592215, bad,0.009182174984104452, bad,0.04918863644960425, good,0.9985263823423584, good,0.6000132744064338, bad,0.008135759105882157
607,spentLondon,0,mere,five,months,adj-quant,num-low,noun-measure,The family spent a mere five months in London.,The family spent five mere months in London.,The family spent a mere five month in London.,The family spent a five months in London.,The family spent five months in London.,The family spent mere five months in London.,The family spent a five mere months in London., good,0.9976290884611501, good,0.9571067339689917, bad,0.05343931951800163, bad,0.1602270657030731, good,0.9985291238003045, good,0.6148838812366356, bad,0.010456881163144027
608,spentLondon,0,mere,five,years,adj-quant,num-low,noun-measure,The family spent a mere five years in London.,The family spent five mere years in London.,The family spent a mere five year in London.,The family spent a five years in London.,The family spent five years in London.,The family spent mere five years in London.,The family spent a five mere years in London., good,0.9984231439459929, good,0.9072169484765621, bad,0.02811583943769891, bad,0.005034724074649111, good,0.9985036135044163, good,0.5547463093545201, bad,0.006106416589559904
609,spentLondon,0,mere,five,hours,adj-quant,num-low,noun-measure,The family spent a mere five hours in London.,The family spent five mere hours in London.,The family spent a mere five hour in London.,The family spent a five hours in London.,The family spent five hours in London.,The family spent mere five hours in London.,The family spent a five mere hours in London., good,0.9983535248298817, good,0.8846742064987905, bad,0.042800814626705486, bad,0.03231056036031388, good,0.996791696340658, good,0.5089148119471751, bad,0.005497256878691292
610,spentLondon,0,mere,six,days,adj-quant,num-low,noun-measure,The family spent a mere six days in London.,The family spent six mere days in London.,The family spent a mere six day in London.,The family spent a six days in London.,The family spent six days in London.,The family spent mere six days in London.,The family spent a six mere days in London., good,0.9984573596946672, good,0.9571148387831308, bad,0.0925252618682475, bad,0.03479052146624684, good,0.9985697722519544, bad,0.4272733347064446, bad,0.01341578529366505
611,spentLondon,0,mere,six,weeks,adj-quant,num-low,noun-measure,The family spent a mere six weeks in London.,The family spent six mere weeks in London.,The family spent a mere six week in London.,The family spent a six weeks in London.,The family spent six weeks in London.,The family spent mere six weeks in London.,The family spent a six mere weeks in London., good,0.9978737069705524, good,0.9540377004722034, bad,0.10405575544272239, bad,0.0988822267615771, good,0.9982805702160421, bad,0.4457391418669341, bad,0.016154917688851467
