,experiment,template,adj,num,noun,adjclass,numclass,nounclass,sent,rating-sent,goodness-sent
342,unitlike,0,disgusting,five,awards,adj-neg,num-num,noun-unit_like,Luis took in a disgusting five awards., good,0.9519749286397534
343,unitlike,0,disgusting,five,meals,adj-neg,num-num,noun-unit_like,Luis took in a disgusting five meals., good,0.6265327446564143
344,unitlike,0,disgusting,twenty,pages,adj-neg,num-num,noun-unit_like,Luis took in a disgusting twenty pages., good,0.5721308013816793
345,unitlike,0,disgusting,twenty,acts,adj-neg,num-num,noun-unit_like,Luis took in a disgusting twenty acts., bad,0.2788460632655745
346,unitlike,0,disgusting,twenty,paragraphs,adj-neg,num-num,noun-unit_like,Luis took in a disgusting twenty paragraphs., bad,0.4440036947569793
347,unitlike,0,disgusting,twenty,awards,adj-neg,num-num,noun-unit_like,Luis took in a disgusting twenty awards., good,0.8886695343200622
348,unitlike,0,disgusting,twenty,meals,adj-neg,num-num,noun-unit_like,Luis took in a disgusting twenty meals., bad,0.47479869406048025
349,unitlike,0,uninviting,three,pages,adj-neg,num-num,noun-unit_like,Luis took in an uninviting three pages., good,0.7746842902847003
350,unitlike,0,uninviting,three,acts,adj-neg,num-num,noun-unit_like,Luis took in an uninviting three acts., good,0.9162859651504375
351,unitlike,0,uninviting,three,paragraphs,adj-neg,num-num,noun-unit_like,Luis took in an uninviting three paragraphs., good,0.7784493662224298
352,unitlike,0,uninviting,three,awards,adj-neg,num-num,noun-unit_like,Luis took in an uninviting three awards., good,0.9528469045839044
353,unitlike,0,uninviting,three,meals,adj-neg,num-num,noun-unit_like,Luis took in an uninviting three meals., good,0.5156906906290649
354,unitlike,0,uninviting,five,pages,adj-neg,num-num,noun-unit_like,Luis took in an uninviting five pages., good,0.8148775112346607
355,unitlike,0,uninviting,five,acts,adj-neg,num-num,noun-unit_like,Luis took in an uninviting five acts., good,0.8724274589208558
356,unitlike,0,uninviting,five,paragraphs,adj-neg,num-num,noun-unit_like,Luis took in an uninviting five paragraphs., good,0.6455132901397193
357,unitlike,0,uninviting,five,awards,adj-neg,num-num,noun-unit_like,Luis took in an uninviting five awards., good,0.9767439881681166
358,unitlike,0,uninviting,five,meals,adj-neg,num-num,noun-unit_like,Luis took in an uninviting five meals., good,0.5788157633839698
359,unitlike,0,uninviting,twenty,pages,adj-neg,num-num,noun-unit_like,Luis took in an uninviting twenty pages., good,0.890407669066749
360,unitlike,0,uninviting,twenty,acts,adj-neg,num-num,noun-unit_like,Luis took in an uninviting twenty acts., good,0.6573392049814499
361,unitlike,0,uninviting,twenty,paragraphs,adj-neg,num-num,noun-unit_like,Luis took in an uninviting twenty paragraphs., good,0.7427329129649767
362,unitlike,0,uninviting,twenty,awards,adj-neg,num-num,noun-unit_like,Luis took in an uninviting twenty awards., good,0.873578050194728
363,unitlike,0,uninviting,twenty,meals,adj-neg,num-num,noun-unit_like,Luis took in an uninviting twenty meals., bad,0.45808983580606233
364,unitlike,0,haunting,three,pages,adj-neg,num-num,noun-unit_like,Luis took in a haunting three pages., good,0.9722922694353452
365,unitlike,0,haunting,three,acts,adj-neg,num-num,noun-unit_like,Luis took in a haunting three acts., good,0.9640220260818433
366,unitlike,0,haunting,three,paragraphs,adj-neg,num-num,noun-unit_like,Luis took in a haunting three paragraphs., good,0.9321336344240226
367,unitlike,0,haunting,three,awards,adj-neg,num-num,noun-unit_like,Luis took in a haunting three awards., good,0.9960790570493414
368,unitlike,0,haunting,three,meals,adj-neg,num-num,noun-unit_like,Luis took in a haunting three meals., good,0.8891399338053032
369,unitlike,0,haunting,five,pages,adj-neg,num-num,noun-unit_like,Luis took in a haunting five pages., good,0.9861246041368473
370,unitlike,0,haunting,five,acts,adj-neg,num-num,noun-unit_like,Luis took in a haunting five acts., good,0.9306832268807373
371,unitlike,0,haunting,five,paragraphs,adj-neg,num-num,noun-unit_like,Luis took in a haunting five paragraphs., good,0.8397477750767024
372,unitlike,0,haunting,five,awards,adj-neg,num-num,noun-unit_like,Luis took in a haunting five awards., good,0.9980010857953224
373,unitlike,0,haunting,five,meals,adj-neg,num-num,noun-unit_like,Luis took in a haunting five meals., good,0.935684829338426
374,unitlike,0,haunting,twenty,pages,adj-neg,num-num,noun-unit_like,Luis took in a haunting twenty pages., good,0.9922014685713769
375,unitlike,0,haunting,twenty,acts,adj-neg,num-num,noun-unit_like,Luis took in a haunting twenty acts., good,0.9831551019488138
376,unitlike,0,haunting,twenty,paragraphs,adj-neg,num-num,noun-unit_like,Luis took in a haunting twenty paragraphs., good,0.9381472681569155
377,unitlike,0,haunting,twenty,awards,adj-neg,num-num,noun-unit_like,Luis took in a haunting twenty awards., good,0.9963220683206166
378,unitlike,0,haunting,twenty,meals,adj-neg,num-num,noun-unit_like,Luis took in a haunting twenty meals., good,0.9065575961142842
379,unitlike,0,hideous,three,pages,adj-neg,num-num,noun-unit_like,Luis took in a hideous three pages., bad,0.32993402413176975
380,unitlike,0,hideous,three,acts,adj-neg,num-num,noun-unit_like,Luis took in a hideous three acts., bad,0.4958198327060124
381,unitlike,0,hideous,three,paragraphs,adj-neg,num-num,noun-unit_like,Luis took in a hideous three paragraphs., bad,0.3759447045278227
382,unitlike,0,hideous,three,awards,adj-neg,num-num,noun-unit_like,Luis took in a hideous three awards., good,0.8581701235097452
383,unitlike,0,hideous,three,meals,adj-neg,num-num,noun-unit_like,Luis took in a hideous three meals., bad,0.05350637907354672
384,unitlike,0,hideous,five,pages,adj-neg,num-num,noun-unit_like,Luis took in a hideous five pages., good,0.5815325689961554
385,unitlike,0,hideous,five,acts,adj-neg,num-num,noun-unit_like,Luis took in a hideous five acts., good,0.5762906758523534
386,unitlike,0,hideous,five,paragraphs,adj-neg,num-num,noun-unit_like,Luis took in a hideous five paragraphs., bad,0.3020984834902445
387,unitlike,0,hideous,five,awards,adj-neg,num-num,noun-unit_like,Luis took in a hideous five awards., good,0.9711841682840477
388,unitlike,0,hideous,five,meals,adj-neg,num-num,noun-unit_like,Luis took in a hideous five meals., bad,0.49741709118900423
389,unitlike,0,hideous,twenty,pages,adj-neg,num-num,noun-unit_like,Luis took in a hideous twenty pages., good,0.6969462203153591
390,unitlike,0,hideous,twenty,acts,adj-neg,num-num,noun-unit_like,Luis took in a hideous twenty acts., bad,0.4082948585191547
391,unitlike,0,hideous,twenty,paragraphs,adj-neg,num-num,noun-unit_like,Luis took in a hideous twenty paragraphs., bad,0.4328585525705093
392,unitlike,0,hideous,twenty,awards,adj-neg,num-num,noun-unit_like,Luis took in a hideous twenty awards., good,0.9500525833733884
393,unitlike,0,hideous,twenty,meals,adj-neg,num-num,noun-unit_like,Luis took in a hideous twenty meals., bad,0.46359889631584184
394,unitlike,0,ugly,three,pages,adj-neg,num-num,noun-unit_like,Luis took in an ugly three pages., bad,0.08988728090065046
395,unitlike,0,ugly,three,acts,adj-neg,num-num,noun-unit_like,Luis took in an ugly three acts., bad,0.09126939239594045
396,unitlike,0,ugly,three,paragraphs,adj-neg,num-num,noun-unit_like,Luis took in an ugly three paragraphs., bad,0.1526827523739952
397,unitlike,0,ugly,three,awards,adj-neg,num-num,noun-unit_like,Luis took in an ugly three awards., bad,0.36998213320082163
398,unitlike,0,ugly,three,meals,adj-neg,num-num,noun-unit_like,Luis took in an ugly three meals., bad,0.008310934632115963
399,unitlike,0,ugly,five,pages,adj-neg,num-num,noun-unit_like,Luis took in an ugly five pages., bad,0.14513391667257824
400,unitlike,0,ugly,five,acts,adj-neg,num-num,noun-unit_like,Luis took in an ugly five acts., bad,0.03359819108925377
401,unitlike,0,ugly,five,paragraphs,adj-neg,num-num,noun-unit_like,Luis took in an ugly five paragraphs., bad,0.05206966527083834
402,unitlike,0,ugly,five,awards,adj-neg,num-num,noun-unit_like,Luis took in an ugly five awards., good,0.5692901756889591
403,unitlike,0,ugly,five,meals,adj-neg,num-num,noun-unit_like,Luis took in an ugly five meals., bad,0.010193008558293193
404,unitlike,0,ugly,twenty,pages,adj-neg,num-num,noun-unit_like,Luis took in an ugly twenty pages., bad,0.32339538378905375
405,unitlike,0,ugly,twenty,acts,adj-neg,num-num,noun-unit_like,Luis took in an ugly twenty acts., bad,0.05267268885196619
406,unitlike,0,ugly,twenty,paragraphs,adj-neg,num-num,noun-unit_like,Luis took in an ugly twenty paragraphs., bad,0.09507673596615085
407,unitlike,0,ugly,twenty,awards,adj-neg,num-num,noun-unit_like,Luis took in an ugly twenty awards., bad,0.37183568584886484
408,unitlike,0,ugly,twenty,meals,adj-neg,num-num,noun-unit_like,Luis took in an ugly twenty meals., bad,0.10820829656519071
409,unitlike,0,mere,three,pages,adj-quant,num-num,noun-unit_like,Luis took in a mere three pages., good,0.8850206207174038
410,unitlike,0,mere,three,acts,adj-quant,num-num,noun-unit_like,Luis took in a mere three acts., good,0.9305207484271156
411,unitlike,0,mere,three,paragraphs,adj-quant,num-num,noun-unit_like,Luis took in a mere three paragraphs., good,0.7692706352387707
412,unitlike,0,mere,three,awards,adj-quant,num-num,noun-unit_like,Luis took in a mere three awards., good,0.9899138627124728
413,unitlike,0,mere,three,meals,adj-quant,num-num,noun-unit_like,Luis took in a mere three meals., good,0.8956059909190878
414,unitlike,0,mere,five,pages,adj-quant,num-num,noun-unit_like,Luis took in a mere five pages., good,0.8941879473224021
415,unitlike,0,mere,five,acts,adj-quant,num-num,noun-unit_like,Luis took in a mere five acts., good,0.9322466438344509
416,unitlike,0,mere,five,paragraphs,adj-quant,num-num,noun-unit_like,Luis took in a mere five paragraphs., good,0.6574658075557159
417,unitlike,0,mere,five,awards,adj-quant,num-num,noun-unit_like,Luis took in a mere five awards., good,0.9933463514997622
418,unitlike,0,mere,five,meals,adj-quant,num-num,noun-unit_like,Luis took in a mere five meals., good,0.879335069467027
419,unitlike,0,mere,twenty,pages,adj-quant,num-num,noun-unit_like,Luis took in a mere twenty pages., good,0.9283767629790001
420,unitlike,0,mere,twenty,acts,adj-quant,num-num,noun-unit_like,Luis took in a mere twenty acts., good,0.9011602763616587
421,unitlike,0,mere,twenty,paragraphs,adj-quant,num-num,noun-unit_like,Luis took in a mere twenty paragraphs., good,0.6718960082916057
422,unitlike,0,mere,twenty,awards,adj-quant,num-num,noun-unit_like,Luis took in a mere twenty awards., good,0.9877039508751202
423,unitlike,0,mere,twenty,meals,adj-quant,num-num,noun-unit_like,Luis took in a mere twenty meals., good,0.804813600942511
424,unitlike,0,staggering,three,pages,adj-quant,num-num,noun-unit_like,Luis took in a staggering three pages., good,0.9696846523611423
425,unitlike,0,staggering,three,acts,adj-quant,num-num,noun-unit_like,Luis took in a staggering three acts., good,0.9896457590771754
426,unitlike,0,staggering,three,paragraphs,adj-quant,num-num,noun-unit_like,Luis took in a staggering three paragraphs., good,0.9173566417824424
427,unitlike,0,staggering,three,awards,adj-quant,num-num,noun-unit_like,Luis took in a staggering three awards., good,0.998427139044354
428,unitlike,0,staggering,three,meals,adj-quant,num-num,noun-unit_like,Luis took in a staggering three meals., good,0.9924245686194758
429,unitlike,0,staggering,five,pages,adj-quant,num-num,noun-unit_like,Luis took in a staggering five pages., good,0.9857406893635486
430,unitlike,0,staggering,five,acts,adj-quant,num-num,noun-unit_like,Luis took in a staggering five acts., good,0.9937212025495229
431,unitlike,0,staggering,five,paragraphs,adj-quant,num-num,noun-unit_like,Luis took in a staggering five paragraphs., good,0.9260505372141017
432,unitlike,0,staggering,five,awards,adj-quant,num-num,noun-unit_like,Luis took in a staggering five awards., good,0.9992774597580063
433,unitlike,0,staggering,five,meals,adj-quant,num-num,noun-unit_like,Luis took in a staggering five meals., good,0.9960887153775272
434,unitlike,0,staggering,twenty,pages,adj-quant,num-num,noun-unit_like,Luis took in a staggering twenty pages., good,0.9940856868166723
435,unitlike,0,staggering,twenty,acts,adj-quant,num-num,noun-unit_like,Luis took in a staggering twenty acts., good,0.9956541314357976
436,unitlike,0,staggering,twenty,paragraphs,adj-quant,num-num,noun-unit_like,Luis took in a staggering twenty paragraphs., good,0.9754892070486635
437,unitlike,0,staggering,twenty,awards,adj-quant,num-num,noun-unit_like,Luis took in a staggering twenty awards., good,0.9992368707913196
438,unitlike,0,staggering,twenty,meals,adj-quant,num-num,noun-unit_like,Luis took in a staggering twenty meals., good,0.9868163793649545
439,unitlike,0,whopping,three,pages,adj-quant,num-num,noun-unit_like,Luis took in a whopping three pages., good,0.9829944685123393
440,unitlike,0,whopping,three,acts,adj-quant,num-num,noun-unit_like,Luis took in a whopping three acts., good,0.9887407778731533
441,unitlike,0,whopping,three,paragraphs,adj-quant,num-num,noun-unit_like,Luis took in a whopping three paragraphs., good,0.9758451626307619
442,unitlike,0,whopping,three,awards,adj-quant,num-num,noun-unit_like,Luis took in a whopping three awards., good,0.9977294030140981
443,unitlike,0,whopping,three,meals,adj-quant,num-num,noun-unit_like,Luis took in a whopping three meals., good,0.9898997347626415
444,unitlike,0,whopping,five,pages,adj-quant,num-num,noun-unit_like,Luis took in a whopping five pages., good,0.9882699596944398
445,unitlike,0,whopping,five,acts,adj-quant,num-num,noun-unit_like,Luis took in a whopping five acts., good,0.9936914609190163
446,unitlike,0,whopping,five,paragraphs,adj-quant,num-num,noun-unit_like,Luis took in a whopping five paragraphs., good,0.9779327285762067
447,unitlike,0,whopping,five,awards,adj-quant,num-num,noun-unit_like,Luis took in a whopping five awards., good,0.9988551613283849
448,unitlike,0,whopping,five,meals,adj-quant,num-num,noun-unit_like,Luis took in a whopping five meals., good,0.992556412147764
449,unitlike,0,whopping,twenty,pages,adj-quant,num-num,noun-unit_like,Luis took in a whopping twenty pages., good,0.9914852168673053
450,unitlike,0,whopping,twenty,acts,adj-quant,num-num,noun-unit_like,Luis took in a whopping twenty acts., good,0.9931053687854337
451,unitlike,0,whopping,twenty,paragraphs,adj-quant,num-num,noun-unit_like,Luis took in a whopping twenty paragraphs., good,0.9799802074510416
452,unitlike,0,whopping,twenty,awards,adj-quant,num-num,noun-unit_like,Luis took in a whopping twenty awards., good,0.9985468242838471
453,unitlike,0,whopping,twenty,meals,adj-quant,num-num,noun-unit_like,Luis took in a whopping twenty meals., good,0.9864223877186636
454,unitlike,0,hefty,three,pages,adj-quant,num-num,noun-unit_like,Luis took in a hefty three pages., good,0.9804073327607693
455,unitlike,0,hefty,three,acts,adj-quant,num-num,noun-unit_like,Luis took in a hefty three acts., good,0.9910569590171139
456,unitlike,0,hefty,three,paragraphs,adj-quant,num-num,noun-unit_like,Luis took in a hefty three paragraphs., good,0.9702739574498352
457,unitlike,0,hefty,three,awards,adj-quant,num-num,noun-unit_like,Luis took in a hefty three awards., good,0.9977058585741324
458,unitlike,0,hefty,three,meals,adj-quant,num-num,noun-unit_like,Luis took in a hefty three meals., good,0.9848474036142488
459,unitlike,0,hefty,five,pages,adj-quant,num-num,noun-unit_like,Luis took in a hefty five pages., good,0.9789621549916449
460,unitlike,0,hefty,five,acts,adj-quant,num-num,noun-unit_like,Luis took in a hefty five acts., good,0.9932083651113851
461,unitlike,0,hefty,five,paragraphs,adj-quant,num-num,noun-unit_like,Luis took in a hefty five paragraphs., good,0.9562908679778586
462,unitlike,0,hefty,five,awards,adj-quant,num-num,noun-unit_like,Luis took in a hefty five awards., good,0.998734222273276
463,unitlike,0,hefty,five,meals,adj-quant,num-num,noun-unit_like,Luis took in a hefty five meals., good,0.9891379853704417
464,unitlike,0,hefty,twenty,pages,adj-quant,num-num,noun-unit_like,Luis took in a hefty twenty pages., good,0.9895606442954541
465,unitlike,0,hefty,twenty,acts,adj-quant,num-num,noun-unit_like,Luis took in a hefty twenty acts., good,0.9639413803365815
466,unitlike,0,hefty,twenty,paragraphs,adj-quant,num-num,noun-unit_like,Luis took in a hefty twenty paragraphs., good,0.9535041896325804
467,unitlike,0,hefty,twenty,awards,adj-quant,num-num,noun-unit_like,Luis took in a hefty twenty awards., good,0.9981014577157306
468,unitlike,0,hefty,twenty,meals,adj-quant,num-num,noun-unit_like,Luis took in a hefty twenty meals., good,0.9235400524566331
469,unitlike,0,paltry,three,pages,adj-quant,num-num,noun-unit_like,Luis took in a paltry three pages., good,0.9775597262169485
470,unitlike,0,paltry,three,acts,adj-quant,num-num,noun-unit_like,Luis took in a paltry three acts., good,0.9789629303299786
471,unitlike,0,paltry,three,paragraphs,adj-quant,num-num,noun-unit_like,Luis took in a paltry three paragraphs., good,0.9812460277957054
472,unitlike,0,paltry,three,awards,adj-quant,num-num,noun-unit_like,Luis took in a paltry three awards., good,0.995425963911932
473,unitlike,0,paltry,three,meals,adj-quant,num-num,noun-unit_like,Luis took in a paltry three meals., good,0.9715116932043205
474,unitlike,0,paltry,five,pages,adj-quant,num-num,noun-unit_like,Luis took in a paltry five pages., good,0.9811051820002153
475,unitlike,0,paltry,five,acts,adj-quant,num-num,noun-unit_like,Luis took in a paltry five acts., good,0.983159811273031
476,unitlike,0,paltry,five,paragraphs,adj-quant,num-num,noun-unit_like,Luis took in a paltry five paragraphs., good,0.9753654682384854
477,unitlike,0,paltry,five,awards,adj-quant,num-num,noun-unit_like,Luis took in a paltry five awards., good,0.9959281362102458
478,unitlike,0,paltry,five,meals,adj-quant,num-num,noun-unit_like,Luis took in a paltry five meals., good,0.9626223182486217
479,unitlike,0,paltry,twenty,pages,adj-quant,num-num,noun-unit_like,Luis took in a paltry twenty pages., good,0.9654548688669828
480,unitlike,0,paltry,twenty,acts,adj-quant,num-num,noun-unit_like,Luis took in a paltry twenty acts., good,0.956065254896775
481,unitlike,0,paltry,twenty,paragraphs,adj-quant,num-num,noun-unit_like,Luis took in a paltry twenty paragraphs., good,0.9581245519387533
482,unitlike,0,paltry,twenty,awards,adj-quant,num-num,noun-unit_like,Luis took in a paltry twenty awards., good,0.9910314495392972
483,unitlike,0,paltry,twenty,meals,adj-quant,num-num,noun-unit_like,Luis took in a paltry twenty meals., good,0.8785557262127304
484,unitlike,0,meager,three,pages,adj-quant,num-num,noun-unit_like,Luis took in a meager three pages., good,0.9531372660221766
485,unitlike,0,meager,three,acts,adj-quant,num-num,noun-unit_like,Luis took in a meager three acts., good,0.9690712726595615
486,unitlike,0,meager,three,paragraphs,adj-quant,num-num,noun-unit_like,Luis took in a meager three paragraphs., good,0.9313537743064337
487,unitlike,0,meager,three,awards,adj-quant,num-num,noun-unit_like,Luis took in a meager three awards., good,0.9913223787938777
488,unitlike,0,meager,three,meals,adj-quant,num-num,noun-unit_like,Luis took in a meager three meals., good,0.9752596712075884
489,unitlike,0,meager,five,pages,adj-quant,num-num,noun-unit_like,Luis took in a meager five pages., good,0.9651245988489242
490,unitlike,0,meager,five,acts,adj-quant,num-num,noun-unit_like,Luis took in a meager five acts., good,0.967197286699805
491,unitlike,0,meager,five,paragraphs,adj-quant,num-num,noun-unit_like,Luis took in a meager five paragraphs., good,0.8918850432388775
492,unitlike,0,meager,five,awards,adj-quant,num-num,noun-unit_like,Luis took in a meager five awards., good,0.9924834572677521
493,unitlike,0,meager,five,meals,adj-quant,num-num,noun-unit_like,Luis took in a meager five meals., good,0.9586169503610426
494,unitlike,0,meager,twenty,pages,adj-quant,num-num,noun-unit_like,Luis took in a meager twenty pages., good,0.9627007587987217
495,unitlike,0,meager,twenty,acts,adj-quant,num-num,noun-unit_like,Luis took in a meager twenty acts., good,0.9494952104775216
496,unitlike,0,meager,twenty,paragraphs,adj-quant,num-num,noun-unit_like,Luis took in a meager twenty paragraphs., good,0.8813226046447697
497,unitlike,0,meager,twenty,awards,adj-quant,num-num,noun-unit_like,Luis took in a meager twenty awards., good,0.9823016269861273
498,unitlike,0,meager,twenty,meals,adj-quant,num-num,noun-unit_like,Luis took in a meager twenty meals., good,0.8542891750834074
499,unitlike,0,extra,three,pages,adj-quant,num-num,noun-unit_like,Luis took in an extra three pages., bad,0.4229777028616748
500,unitlike,0,extra,three,acts,adj-quant,num-num,noun-unit_like,Luis took in an extra three acts., good,0.508365958506348
501,unitlike,0,extra,three,paragraphs,adj-quant,num-num,noun-unit_like,Luis took in an extra three paragraphs., good,0.8361727152890497
502,unitlike,0,extra,three,awards,adj-quant,num-num,noun-unit_like,Luis took in an extra three awards., good,0.9900148311560578
503,unitlike,0,extra,three,meals,adj-quant,num-num,noun-unit_like,Luis took in an extra three meals., bad,0.4736061751774293
504,unitlike,0,extra,five,pages,adj-quant,num-num,noun-unit_like,Luis took in an extra five pages., good,0.5614254404479282
505,unitlike,0,extra,five,acts,adj-quant,num-num,noun-unit_like,Luis took in an extra five acts., bad,0.4604072011035991
506,unitlike,0,extra,five,paragraphs,adj-quant,num-num,noun-unit_like,Luis took in an extra five paragraphs., good,0.5919002233153046
507,unitlike,0,extra,five,awards,adj-quant,num-num,noun-unit_like,Luis took in an extra five awards., good,0.9932716059924559
508,unitlike,0,extra,five,meals,adj-quant,num-num,noun-unit_like,Luis took in an extra five meals., bad,0.33004354416486903
509,unitlike,0,extra,twenty,pages,adj-quant,num-num,noun-unit_like,Luis took in an extra twenty pages., good,0.6510283430565708
510,unitlike,0,extra,twenty,acts,adj-quant,num-num,noun-unit_like,Luis took in an extra twenty acts., bad,0.2433844390118055
511,unitlike,0,extra,twenty,paragraphs,adj-quant,num-num,noun-unit_like,Luis took in an extra twenty paragraphs., bad,0.2950676583034776
512,unitlike,0,extra,twenty,awards,adj-quant,num-num,noun-unit_like,Luis took in an extra twenty awards., good,0.855795802310799
513,unitlike,0,extra,twenty,meals,adj-quant,num-num,noun-unit_like,Luis took in an extra twenty meals., bad,0.3754621420269403
514,unitlike,0,measly,three,pages,adj-quant,num-num,noun-unit_like,Luis took in a measly three pages., good,0.9095319340369068
515,unitlike,0,measly,three,acts,adj-quant,num-num,noun-unit_like,Luis took in a measly three acts., good,0.909576096522556
516,unitlike,0,measly,three,paragraphs,adj-quant,num-num,noun-unit_like,Luis took in a measly three paragraphs., good,0.8725863598787565
517,unitlike,0,measly,three,awards,adj-quant,num-num,noun-unit_like,Luis took in a measly three awards., good,0.9862806499919995
518,unitlike,0,measly,three,meals,adj-quant,num-num,noun-unit_like,Luis took in a measly three meals., good,0.8742320282612641
519,unitlike,0,measly,five,pages,adj-quant,num-num,noun-unit_like,Luis took in a measly five pages., good,0.9109241184293507
520,unitlike,0,measly,five,acts,adj-quant,num-num,noun-unit_like,Luis took in a measly five acts., good,0.8830117460780555
521,unitlike,0,measly,five,paragraphs,adj-quant,num-num,noun-unit_like,Luis took in a measly five paragraphs., good,0.8306891346289572
522,unitlike,0,measly,five,awards,adj-quant,num-num,noun-unit_like,Luis took in a measly five awards., good,0.9860768620698634
523,unitlike,0,measly,five,meals,adj-quant,num-num,noun-unit_like,Luis took in a measly five meals., good,0.8571218058247345
524,unitlike,0,measly,twenty,pages,adj-quant,num-num,noun-unit_like,Luis took in a measly twenty pages., good,0.9320235410296827
525,unitlike,0,measly,twenty,acts,adj-quant,num-num,noun-unit_like,Luis took in a measly twenty acts., good,0.8345659079746023
526,unitlike,0,measly,twenty,paragraphs,adj-quant,num-num,noun-unit_like,Luis took in a measly twenty paragraphs., good,0.8384650669049767
527,unitlike,0,measly,twenty,awards,adj-quant,num-num,noun-unit_like,Luis took in a measly twenty awards., good,0.9683880518753261
528,unitlike,0,measly,twenty,meals,adj-quant,num-num,noun-unit_like,Luis took in a measly twenty meals., good,0.746565666523196
529,unitlike,0,substantial,three,pages,adj-quant,num-num,noun-unit_like,Luis took in a substantial three pages., good,0.9315572041844763
530,unitlike,0,substantial,three,acts,adj-quant,num-num,noun-unit_like,Luis took in a substantial three acts., good,0.9244450328563883
531,unitlike,0,substantial,three,paragraphs,adj-quant,num-num,noun-unit_like,Luis took in a substantial three paragraphs., good,0.7747187645026636
532,unitlike,0,substantial,three,awards,adj-quant,num-num,noun-unit_like,Luis took in a substantial three awards., good,0.9956681992319685
533,unitlike,0,substantial,three,meals,adj-quant,num-num,noun-unit_like,Luis took in a substantial three meals., good,0.753866381155451
534,unitlike,0,substantial,five,pages,adj-quant,num-num,noun-unit_like,Luis took in a substantial five pages., good,0.9577423048940841
535,unitlike,0,substantial,five,acts,adj-quant,num-num,noun-unit_like,Luis took in a substantial five acts., good,0.9654341851834367
536,unitlike,0,substantial,five,paragraphs,adj-quant,num-num,noun-unit_like,Luis took in a substantial five paragraphs., good,0.7975383481696676
537,unitlike,0,substantial,five,awards,adj-quant,num-num,noun-unit_like,Luis took in a substantial five awards., good,0.9984931220823663
538,unitlike,0,substantial,five,meals,adj-quant,num-num,noun-unit_like,Luis took in a substantial five meals., good,0.9202865776487628
539,unitlike,0,substantial,twenty,pages,adj-quant,num-num,noun-unit_like,Luis took in a substantial twenty pages., good,0.9837332638500674
540,unitlike,0,substantial,twenty,acts,adj-quant,num-num,noun-unit_like,Luis took in a substantial twenty acts., good,0.9574140585875356
541,unitlike,0,substantial,twenty,paragraphs,adj-quant,num-num,noun-unit_like,Luis took in a substantial twenty paragraphs., good,0.8374019472897907
542,unitlike,0,substantial,twenty,awards,adj-quant,num-num,noun-unit_like,Luis took in a substantial twenty awards., good,0.9969970369406409
543,unitlike,0,substantial,twenty,meals,adj-quant,num-num,noun-unit_like,Luis took in a substantial twenty meals., good,0.9176468512524533
544,unitlike,0,record-setting,three,pages,adj-quant,num-num,noun-unit_like,Luis took in a record-setting three pages., good,0.9433715900612889
545,unitlike,0,record-setting,three,acts,adj-quant,num-num,noun-unit_like,Luis took in a record-setting three acts., good,0.9901614612300648
546,unitlike,0,record-setting,three,paragraphs,adj-quant,num-num,noun-unit_like,Luis took in a record-setting three paragraphs., good,0.9699653264998994
547,unitlike,0,record-setting,three,awards,adj-quant,num-num,noun-unit_like,Luis took in a record-setting three awards., good,0.998563633762861
548,unitlike,0,record-setting,three,meals,adj-quant,num-num,noun-unit_like,Luis took in a record-setting three meals., good,0.9924385149622029
549,unitlike,0,record-setting,five,pages,adj-quant,num-num,noun-unit_like,Luis took in a record-setting five pages., good,0.9740984036513197
550,unitlike,0,record-setting,five,acts,adj-quant,num-num,noun-unit_like,Luis took in a record-setting five acts., good,0.9961732913822529
551,unitlike,0,record-setting,five,paragraphs,adj-quant,num-num,noun-unit_like,Luis took in a record-setting five paragraphs., good,0.9597973063807403
552,unitlike,0,record-setting,five,awards,adj-quant,num-num,noun-unit_like,Luis took in a record-setting five awards., good,0.9991616484132223
553,unitlike,0,record-setting,five,meals,adj-quant,num-num,noun-unit_like,Luis took in a record-setting five meals., good,0.9942714735406311
554,unitlike,0,record-setting,twenty,pages,adj-quant,num-num,noun-unit_like,Luis took in a record-setting twenty pages., good,0.9918736011611256
555,unitlike,0,record-setting,twenty,acts,adj-quant,num-num,noun-unit_like,Luis took in a record-setting twenty acts., good,0.9958374784090637
556,unitlike,0,record-setting,twenty,paragraphs,adj-quant,num-num,noun-unit_like,Luis took in a record-setting twenty paragraphs., good,0.9934035119820562
557,unitlike,0,record-setting,twenty,awards,adj-quant,num-num,noun-unit_like,Luis took in a record-setting twenty awards., good,0.9990734340275949
558,unitlike,0,record-setting,twenty,meals,adj-quant,num-num,noun-unit_like,Luis took in a record-setting twenty meals., good,0.9925517055556724
559,unitlike,1,astonishing,three,pages,adj-ambig,num-num,noun-unit_like,They consumed an astonishing three pages., good,0.9991880534071708
560,unitlike,1,astonishing,three,acts,adj-ambig,num-num,noun-unit_like,They consumed an astonishing three acts., good,0.9967460971539465
561,unitlike,1,astonishing,three,paragraphs,adj-ambig,num-num,noun-unit_like,They consumed an astonishing three paragraphs., good,0.9990303974686061
562,unitlike,1,astonishing,three,awards,adj-ambig,num-num,noun-unit_like,They consumed an astonishing three awards., good,0.9987488243737175
563,unitlike,1,astonishing,three,meals,adj-ambig,num-num,noun-unit_like,They consumed an astonishing three meals., good,0.9995955713033419
564,unitlike,1,astonishing,five,pages,adj-ambig,num-num,noun-unit_like,They consumed an astonishing five pages., good,0.9994419712559864
